cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_07851;111147199;-8875032;1998-07-02;Planos de saúde;2025-03-31
CNPJ_07852;2618212;183378;2020-10-15;Extração de minério de ferro;2025-03-31
CNPJ_07853;2839871;-241911;2014-12-26;Fabricação de automóveis;2025-03-31
CNPJ_07854;95224;-1760;2023-12-30;Comércio atacadista de tecidos;2025-03-31
CNPJ_07855;2426256;54148;2021-12-17;Cultivo de arroz;2025-03-31
CNPJ_07856;8444697;336194;2002-06-09;Atividades de bancos múltiplos;2025-03-31
CNPJ_07857;1978007;-73798;2015-04-25;Produção de alumínio;2025-03-31
CNPJ_07858;26138373;-345908;2021-09-26;Distribuição de energia elétrica;2025-03-31
CNPJ_07859;1156742;-74907;2014-12-30;Consultoria empresarial;2025-03-31
CNPJ_07860;823097;36324;2016-06-27;Cultivo de arroz;2025-03-31
CNPJ_07861;17312788;1258503;2020-04-09;Restaurantes e similares;2025-03-31
CNPJ_07862;2177445;-98372;2018-05-19;Cultivo de soja;2025-03-31
CNPJ_07863;1159884;64596;2022-03-06;Serviços de tecnologia da informação;2025-03-31
CNPJ_07864;2331597;69792;2019-06-01;Administração pública;2025-03-31
CNPJ_07865;18672769;-708040;2012-01-18;Produção cinematográfica;2025-03-31
CNPJ_07866;1481739;129258;2016-07-27;Fabricação de móveis;2025-03-31
CNPJ_07867;8841811;142644;2007-04-16;Construção de edifícios;2025-03-31
CNPJ_07868;252499;3912;2023-06-29;Fabricação de produtos químicos;2025-03-31
CNPJ_07869;2372240;-193411;2019-07-23;Cultivo de arroz;2025-03-31
CNPJ_07870;608449;45863;2019-09-22;Geração de energia elétrica;2025-03-31
CNPJ_07871;250727;27276;2022-05-14;Armazenamento geral;2025-03-31
CNPJ_07872;2925964;-46668;2020-03-13;Construção de edifícios;2025-03-31
CNPJ_07873;72599;-394;2019-10-12;Hotéis e pousadas;2025-03-31
CNPJ_07874;1981764;209250;2016-04-15;Transporte rodoviário de carga;2025-03-31
CNPJ_07875;186179;17506;2019-10-04;Transporte rodoviário de carga;2025-03-31
CNPJ_07876;274146;40086;2019-07-26;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07877;2066452;-48641;2017-10-10;Comércio atacadista de tecidos;2025-03-31
CNPJ_07878;1873804;66808;2019-09-13;Consultoria empresarial;2025-03-31
CNPJ_07879;99686462;-56905;2000-11-13;Fabricação de produtos químicos;2025-03-31
CNPJ_07880;618267;30456;2019-02-21;Comércio atacadista de tecidos;2025-03-31
CNPJ_07881;1924624;-188670;2014-08-25;Televisão aberta;2025-03-31
CNPJ_07882;291178;-4978;2023-06-12;Atividades hospitalares;2025-03-31
CNPJ_07883;48370076;-4087617;2011-02-03;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07884;991501;-140062;2018-07-02;Construção de rodovias;2025-03-31
CNPJ_07885;22236721;-2114370;2016-03-04;Fabricação de automóveis;2025-03-31
CNPJ_07886;462543;-22785;2015-07-02;Telecomunicações sem fio;2025-03-31
CNPJ_07887;2818149;-279825;2021-03-07;Atividades hospitalares;2025-03-31
CNPJ_07888;6781833;475818;2005-05-06;Cultivo de trigo;2025-03-31
CNPJ_07889;26605221;2094099;2021-09-02;Armazenamento geral;2025-03-31
CNPJ_07890;285284;12818;2019-04-13;Correios e entregas expressas;2025-03-31
CNPJ_07891;1942016;54904;2019-10-23;Seguros de vida;2025-03-31
CNPJ_07892;1640143;-215314;2021-02-20;Hotéis e pousadas;2025-03-31
CNPJ_07893;396466;-36257;2018-04-01;Fabricação de móveis;2025-03-31
CNPJ_07894;217199;3703;2021-06-23;Cultivo de arroz;2025-03-31
CNPJ_07895;172395;-14541;2022-05-25;Produção cinematográfica;2025-03-31
CNPJ_07896;234314;7788;2021-12-26;Cultivo de soja;2025-03-31
CNPJ_07897;94415260;388736;1997-05-12;Produção cinematográfica;2025-03-31
CNPJ_07898;25516189;1511045;2020-08-06;Comércio varejista de alimentos;2025-03-31
CNPJ_07899;581516;-55296;2018-01-18;Padaria e confeitaria;2025-03-31
CNPJ_07900;199733;-11571;2019-05-26;Produção cinematográfica;2025-03-31
CNPJ_07901;65880399;1177648;2008-01-14;Padaria e confeitaria;2025-03-31
CNPJ_07902;144456;-9209;2022-09-06;Construção de barragens;2025-03-31
CNPJ_07903;3578675;-47676;2002-12-08;Fabricação de produtos químicos;2025-03-31
CNPJ_07904;15632165;-77880;2015-01-17;Educação superior;2025-03-31
CNPJ_07905;950205;94527;2019-03-04;Correios e entregas expressas;2025-03-31
CNPJ_07906;2067579;103620;2020-08-20;Montagem industrial;2025-03-31
CNPJ_07907;90021;-2175;2023-02-20;Transporte ferroviário de carga;2025-03-31
CNPJ_07908;17630811;1424162;2012-11-09;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07909;187790236;-17093404;2006-09-23;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07910;2510909;18522;2019-03-24;Comércio atacadista de tecidos;2025-03-31
CNPJ_07911;51514;-1903;2021-06-18;Distribuição de energia elétrica;2025-03-31
CNPJ_07912;727842;-24819;2019-07-19;Montagem industrial;2025-03-31
CNPJ_07913;93472;-6525;2023-05-18;Extração de petróleo e gás natural;2025-03-31
CNPJ_07914;84074;-1425;2020-11-15;Serviços de tecnologia da informação;2025-03-31
CNPJ_07915;65511;-5761;2019-06-25;Padaria e confeitaria;2025-03-31
CNPJ_07916;1962713;-63931;2022-04-23;Defesa nacional;2025-03-31
CNPJ_07917;1266825;-61890;2020-02-13;Comércio atacadista de alimentos;2025-03-31
CNPJ_07918;68441352;-3873336;2013-02-03;Televisão por assinatura;2025-03-31
CNPJ_07919;142068;12063;2019-07-01;Televisão por assinatura;2025-03-31
CNPJ_07920;83343143;-6978621;2005-10-14;Extração de minério de ferro;2025-03-31
CNPJ_07921;2788971;-31331;2016-01-25;Extração de petróleo e gás natural;2025-03-31
CNPJ_07922;910105;5871;2020-05-08;Planos de saúde;2025-03-31
CNPJ_07923;1164163;42399;2016-09-30;Padaria e confeitaria;2025-03-31
CNPJ_07924;101369881;-9028197;1999-01-02;Armazenamento geral;2025-03-31
CNPJ_07925;2048780;78637;2020-03-01;Consultoria empresarial;2025-03-31
CNPJ_07926;1303734;-28294;2020-07-02;Comércio atacadista de calçados;2025-03-31
CNPJ_07927;29462015;-1130306;2013-02-06;Comércio atacadista de calçados;2025-03-31
CNPJ_07928;798197;7262;2014-01-24;Montagem industrial;2025-03-31
CNPJ_07929;2340418;182566;2015-08-11;Montagem industrial;2025-03-31
CNPJ_07930;19816467;-1491166;2002-09-22;Produção cinematográfica;2025-03-31
CNPJ_07931;1326394;-29117;2014-01-13;Televisão aberta;2025-03-31
CNPJ_07932;48624016;-1835293;2007-06-13;Extração de minério de ferro;2025-03-31
CNPJ_07933;1576747;-60945;2014-05-30;Saneamento básico;2025-03-31
CNPJ_07934;1175089;-14126;2021-08-28;Serviços de tecnologia da informação;2025-03-31
CNPJ_07935;2960470;-406288;2021-04-12;Atividades hospitalares;2025-03-31
CNPJ_07936;82287;1333;2022-08-10;Atividades hospitalares;2025-03-31
CNPJ_07937;149201;-21497;2020-08-16;Comércio atacadista de alimentos;2025-03-31
CNPJ_07938;257583;-11229;2023-12-28;Saneamento básico;2025-03-31
CNPJ_07939;69455;5710;2022-02-28;Fabricação de produtos químicos;2025-03-31
CNPJ_07940;1320342;96636;2021-06-02;Planos de saúde;2025-03-31
CNPJ_07941;2627283;38273;2018-09-03;Cultivo de arroz;2025-03-31
CNPJ_07942;83684;-769;2023-05-13;Televisão por assinatura;2025-03-31
CNPJ_07943;171957328;4910986;1997-01-15;Extração de petróleo e gás natural;2025-03-31
CNPJ_07944;255490;-11391;2022-01-13;Construção de rodovias;2025-03-31
CNPJ_07945;174864;7030;2020-03-05;Produção de alumínio;2025-03-31
CNPJ_07946;1247085;54254;2018-03-15;Engenharia civil;2025-03-31
CNPJ_07947;855339;-19436;2022-06-16;Comércio varejista de alimentos;2025-03-31
CNPJ_07948;195343;-6099;2020-03-19;Construção de barragens;2025-03-31
CNPJ_07949;813625;-33513;2020-01-22;Transporte ferroviário de carga;2025-03-31
CNPJ_07950;130816965;-1404066;2006-04-28;Comércio varejista de alimentos;2025-03-31
CNPJ_07951;322186;26499;2018-06-27;Restaurantes e similares;2025-03-31
CNPJ_07952;366309;-1711;2016-07-13;Extração de petróleo e gás natural;2025-03-31
CNPJ_07953;130135;18326;2021-09-09;Cultivo de soja;2025-03-31
CNPJ_07954;1884570;108176;2019-05-21;Fabricação de automóveis;2025-03-31
CNPJ_07955;513158;2623;2021-05-21;Transporte ferroviário de carga;2025-03-31
CNPJ_07956;233745;1589;2019-06-03;Fabricação de móveis;2025-03-31
CNPJ_07957;2974930;278059;2018-01-29;Extração de petróleo e gás natural;2025-03-31
CNPJ_07958;162910;7342;2020-07-10;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07959;612418;59679;2016-02-23;Fabricação de móveis;2025-03-31
CNPJ_07960;119445;1625;2022-01-24;Construção de edifícios;2025-03-31
CNPJ_07961;1536570;-59607;2016-08-25;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07962;7603861;-601012;2006-04-01;Serviços de tecnologia da informação;2025-03-31
CNPJ_07963;1740233;-47030;2018-01-15;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07964;154460;280;2021-03-07;Administração pública;2025-03-31
CNPJ_07965;23840675;1226361;2006-06-01;Restaurantes e similares;2025-03-31
CNPJ_07966;776506;77270;2015-05-01;Hotéis e pousadas;2025-03-31
CNPJ_07967;2364337;115473;2018-07-13;Defesa nacional;2025-03-31
CNPJ_07968;67964;-5581;2020-07-24;Comércio atacadista de tecidos;2025-03-31
CNPJ_07969;2514929;197037;2016-04-26;Construção de rodovias;2025-03-31
CNPJ_07970;70108;1760;2023-04-14;Engenharia civil;2025-03-31
CNPJ_07971;252702;3241;2021-12-09;Atividades hospitalares;2025-03-31
CNPJ_07972;103162114;3519102;2001-09-18;Consultoria empresarial;2025-03-31
CNPJ_07973;88663;6187;2020-05-22;Padaria e confeitaria;2025-03-31
CNPJ_07974;294191;7079;2023-04-18;Construção de rodovias;2025-03-31
CNPJ_07975;240121;-5156;2020-12-06;Produção de ferro-gusa;2025-03-31
CNPJ_07976;2465766;-80752;2019-12-22;Comércio varejista de alimentos;2025-03-31
CNPJ_07977;2252339;123998;2015-07-07;Cultivo de milho;2025-03-31
CNPJ_07978;2622244;-246077;2021-03-28;Cultivo de arroz;2025-03-31
CNPJ_07979;189924173;6049964;2011-04-29;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07980;1971135;136937;2020-01-24;Planos de saúde;2025-03-31
CNPJ_07981;963544;-60666;2022-12-21;Fabricação de produtos químicos;2025-03-31
CNPJ_07982;2058925;-5922;2016-10-09;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07983;8288041;-993498;2004-07-12;Armazenamento geral;2025-03-31
CNPJ_07984;2735490;71932;2016-06-16;Transporte ferroviário de carga;2025-03-31
CNPJ_07985;467956;-45899;2021-02-07;Engenharia civil;2025-03-31
CNPJ_07986;132003;18789;2019-12-24;Construção de barragens;2025-03-31
CNPJ_07987;105621415;2833855;2002-11-05;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07988;2841634;-64371;2020-11-13;Cultivo de arroz;2025-03-31
CNPJ_07989;184559;19038;2020-09-10;Fabricação de papel;2025-03-31
CNPJ_07990;2024151;-202015;2022-05-23;Hotéis e pousadas;2025-03-31
CNPJ_07991;177000;-1330;2021-02-23;Administração pública;2025-03-31
CNPJ_07992;2643732;-124694;2022-09-02;Seguros de vida;2025-03-31
CNPJ_07993;398764;-33890;2015-09-23;Produção cinematográfica;2025-03-31
CNPJ_07994;72350710;-5884464;2013-03-15;Comércio varejista de combustíveis;2025-03-31
CNPJ_07995;236473;22180;2023-07-16;Seguros de vida;2025-03-31
CNPJ_07996;1388900;-81018;2021-11-18;Extração de petróleo e gás natural;2025-03-31
CNPJ_07997;195964;-10300;2020-02-16;Saneamento básico;2025-03-31
CNPJ_07998;197020;7726;2020-05-28;Fabricação de móveis;2025-03-31
CNPJ_07999;868956;50338;2020-04-20;Construção de rodovias;2025-03-31
CNPJ_08000;166372;13858;2021-05-03;Transporte ferroviário de carga;2025-03-31
CNPJ_08001;11547998;-341466;2007-04-16;Administração pública;2025-03-31
CNPJ_08002;52825280;2662593;2009-02-22;Engenharia civil;2025-03-31
CNPJ_08003;197666;-18096;2020-10-30;Consultoria empresarial;2025-03-31
CNPJ_08004;173611;1120;2020-04-11;Produção de alumínio;2025-03-31
CNPJ_08005;1953420;-46709;2014-05-30;Cultivo de arroz;2025-03-31
CNPJ_08006;203615;-3325;2020-02-17;Consultoria empresarial;2025-03-31
CNPJ_08007;18248758;-412012;2001-08-11;Saneamento básico;2025-03-31
CNPJ_08008;157145;-1967;2020-09-15;Defesa nacional;2025-03-31
CNPJ_08009;176947;12630;2023-11-06;Construção de rodovias;2025-03-31
CNPJ_08010;218831;4849;2020-02-16;Construção de barragens;2025-03-31
CNPJ_08011;545833;-5421;2017-05-25;Hotéis e pousadas;2025-03-31
CNPJ_08012;1303520;-72989;2018-04-09;Fabricação de móveis;2025-03-31
CNPJ_08013;100639;-8705;2020-08-29;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_08014;75868662;4944942;1998-10-13;Comércio atacadista de calçados;2025-03-31
CNPJ_08015;9946589;-610520;2012-11-22;Montagem industrial;2025-03-31
CNPJ_08016;1371700;25034;2016-10-08;Padaria e confeitaria;2025-03-31
CNPJ_08017;229472;-2046;2021-12-17;Fabricação de automóveis;2025-03-31
CNPJ_08018;887926;109289;2022-07-26;Geração de energia elétrica;2025-03-31
CNPJ_08019;86971;6923;2020-05-30;Comércio atacadista de alimentos;2025-03-31
CNPJ_08020;1156591;-86804;2020-07-18;Construção de rodovias;2025-03-31
CNPJ_08021;240544;5191;2021-03-31;Construção de edifícios;2025-03-31
CNPJ_08022;138488;-2141;2023-09-07;Transporte ferroviário de carga;2025-03-31
CNPJ_08023;2754090;-270957;2016-07-15;Atividades de bancos múltiplos;2025-03-31
CNPJ_08024;1901716;-129800;2017-07-26;Fabricação de papel;2025-03-31
CNPJ_08025;166436;22943;2022-12-02;Transporte rodoviário de carga;2025-03-31
CNPJ_08026;5151448;-571370;2014-12-14;Transporte ferroviário de carga;2025-03-31
CNPJ_08027;66565;-4477;2019-08-14;Hotéis e pousadas;2025-03-31
CNPJ_08028;3977340;204000;2017-02-04;Cultivo de soja;2025-03-31
CNPJ_08029;198333;-4440;2021-04-12;Saneamento básico;2025-03-31
CNPJ_08030;461978;-27503;2014-06-27;Correios e entregas expressas;2025-03-31
CNPJ_08031;6374014;451830;2006-08-09;Cultivo de trigo;2025-03-31
CNPJ_08032;1985915;-118072;2015-06-29;Transporte ferroviário de carga;2025-03-31
CNPJ_08033;1520345;-150921;2018-08-15;Comércio atacadista de calçados;2025-03-31
CNPJ_08034;1939702;13440;2015-08-13;Comércio varejista de alimentos;2025-03-31
CNPJ_08035;2111661;-28105;2016-03-19;Comércio atacadista de tecidos;2025-03-31
CNPJ_08036;821893;64239;2018-10-18;Transporte rodoviário de carga;2025-03-31
CNPJ_08037;2330531;-165103;2015-05-06;Fabricação de móveis;2025-03-31
CNPJ_08038;16213975;1316053;2010-01-25;Comércio varejista de alimentos;2025-03-31
CNPJ_08039;756097;-1978;2021-07-03;Atividades de bancos múltiplos;2025-03-31
CNPJ_08040;451803;60240;2016-05-04;Extração de minério de ferro;2025-03-31
CNPJ_08041;296427;-25798;2022-09-17;Serviços de tecnologia da informação;2025-03-31
CNPJ_08042;155927761;14228272;2014-09-30;Montagem industrial;2025-03-31
CNPJ_08043;130842137;7958436;2013-03-26;Serviços de tecnologia da informação;2025-03-31
CNPJ_08044;161149;-6452;2019-12-22;Engenharia civil;2025-03-31
CNPJ_08045;27772643;-1690252;2017-10-05;Televisão por assinatura;2025-03-31
CNPJ_08046;23294213;450094;2007-02-10;Restaurantes e similares;2025-03-31
CNPJ_08047;16550567;-675630;2008-08-17;Televisão aberta;2025-03-31
CNPJ_08048;2744908;-188151;2015-07-20;Comércio varejista de alimentos;2025-03-31
CNPJ_08049;1711945;124314;2017-03-16;Defesa nacional;2025-03-31
CNPJ_08050;156720853;-15620564;2011-11-02;Extração de minério de ferro;2025-03-31
CNPJ_08051;327907;5497;2015-05-25;Fabricação de automóveis;2025-03-31
CNPJ_08052;28249684;-307745;2012-04-24;Comércio atacadista de medicamentos;2025-03-31
CNPJ_08053;734777;21657;2016-02-07;Construção de barragens;2025-03-31
CNPJ_08054;83829087;-6537351;2002-02-17;Produção de alumínio;2025-03-31
CNPJ_08055;137867;-10896;2021-07-01;Atividades hospitalares;2025-03-31
CNPJ_08056;1454863;-3018;2019-11-12;Consultoria empresarial;2025-03-31
CNPJ_08057;2632673;-41962;2020-03-16;Produção de ferro-gusa;2025-03-31
CNPJ_08058;430891;56581;2016-06-22;Fabricação de automóveis;2025-03-31
CNPJ_08059;975652;-108543;2016-09-18;Televisão aberta;2025-03-31
CNPJ_08060;23990437;-1714066;2010-03-20;Seguros de vida;2025-03-31
CNPJ_08061;1631268;4956;2021-02-17;Cultivo de trigo;2025-03-31
CNPJ_08062;2098310;117242;2016-03-02;Televisão por assinatura;2025-03-31
CNPJ_08063;1244515;-88874;2017-04-19;Fabricação de automóveis;2025-03-31
CNPJ_08064;178374848;-5259775;2001-09-09;Construção de barragens;2025-03-31
CNPJ_08065;906823;34822;2022-01-14;Engenharia civil;2025-03-31
CNPJ_08066;1898806;-100735;2022-04-26;Fabricação de móveis;2025-03-31
CNPJ_08067;64672;1606;2022-03-12;Construção de rodovias;2025-03-31
CNPJ_08068;62420;393;2023-03-18;Administração pública;2025-03-31
CNPJ_08069;1851584;170530;2021-11-21;Fabricação de produtos químicos;2025-03-31
CNPJ_08070;831951;-77328;2015-12-30;Restaurantes e similares;2025-03-31
CNPJ_08071;127125;5548;2020-05-08;Saneamento básico;2025-03-31
CNPJ_08072;8471547;510170;2001-06-10;Comércio atacadista de calçados;2025-03-31
CNPJ_08073;293180;-4113;2019-02-21;Televisão aberta;2025-03-31
CNPJ_08074;189910;5091;2020-09-07;Telecomunicações sem fio;2025-03-31
CNPJ_08075;49580159;-2765273;2009-10-19;Produção cinematográfica;2025-03-31
CNPJ_08076;1004083;79974;2021-02-18;Cultivo de trigo;2025-03-31
CNPJ_08077;932547;52241;2015-01-04;Cultivo de trigo;2025-03-31
CNPJ_08078;277900;-1084;2019-01-27;Comércio varejista de combustíveis;2025-03-31
CNPJ_08079;1950996;145370;2022-12-25;Comércio varejista de combustíveis;2025-03-31
CNPJ_08080;771223;-75773;2020-11-11;Produção de ferro-gusa;2025-03-31
CNPJ_08081;7185723;537926;2014-01-04;Cultivo de trigo;2025-03-31
CNPJ_08082;15414662;-1216275;2018-02-01;Saneamento básico;2025-03-31
CNPJ_08083;1182548;64800;2020-01-19;Produção de ferro-gusa;2025-03-31
CNPJ_08084;3529506;-297920;2019-06-15;Comércio atacadista de calçados;2025-03-31
CNPJ_08085;2493731;213782;2016-04-10;Construção de rodovias;2025-03-31
CNPJ_08086;94612;4092;2023-12-10;Comércio varejista de alimentos;2025-03-31
CNPJ_08087;2411572;103960;2017-05-14;Hotéis e pousadas;2025-03-31
CNPJ_08088;12400183;204829;2015-10-29;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_08089;405532;-5988;2021-01-15;Armazenamento geral;2025-03-31
CNPJ_08090;895380;29132;2022-07-30;Padaria e confeitaria;2025-03-31
CNPJ_08091;221126;5538;2023-01-06;Comércio atacadista de bebidas;2025-03-31
CNPJ_08092;1107592;94963;2016-08-02;Produção de alumínio;2025-03-31
CNPJ_08093;191014652;-161566;1994-07-09;Produção de ferro-gusa;2025-03-31
CNPJ_08094;289347;-13223;2019-04-27;Produção de alumínio;2025-03-31
CNPJ_08095;1859732;92445;2016-05-20;Educação superior;2025-03-31
CNPJ_08096;8944277;22991;2001-01-29;Cultivo de milho;2025-03-31
CNPJ_08097;4077391;-336825;2011-02-25;Cultivo de trigo;2025-03-31
CNPJ_08098;12541565;1124713;2009-02-18;Construção de barragens;2025-03-31
CNPJ_08099;129136;-3015;2019-02-06;Engenharia civil;2025-03-31
CNPJ_08100;70165;-1430;2019-03-31;Comércio atacadista de alimentos;2025-03-31
CNPJ_08101;941828;-39863;2021-11-22;Construção de edifícios;2025-03-31
CNPJ_08102;636527;33777;2020-12-19;Comércio atacadista de tecidos;2025-03-31
CNPJ_08103;23973261;-1971914;2021-03-25;Engenharia civil;2025-03-31
CNPJ_08104;1971025;94583;2021-09-12;Administração pública;2025-03-31
CNPJ_08105;2414241;-10518;2014-08-14;Comércio atacadista de medicamentos;2025-03-31
CNPJ_08106;327437;-41477;2017-05-14;Televisão aberta;2025-03-31
CNPJ_08107;8329442;-380175;2001-07-05;Cultivo de trigo;2025-03-31
CNPJ_08108;2330555;170320;2014-08-23;Cultivo de soja;2025-03-31
CNPJ_08109;1792109;163148;2020-03-09;Correios e entregas expressas;2025-03-31
CNPJ_08110;812869;-62479;2016-01-22;Cultivo de arroz;2025-03-31
CNPJ_08111;2821332;98276;2020-12-17;Extração de minério de ferro;2025-03-31
CNPJ_08112;1777154;48162;2019-12-29;Extração de minério de ferro;2025-03-31
CNPJ_08113;788207;34003;2018-03-03;Fabricação de móveis;2025-03-31
CNPJ_08114;2779843;259028;2014-09-04;Comércio atacadista de calçados;2025-03-31
CNPJ_08115;1516490;3384;2015-10-06;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_08116;20319987;1300820;2006-04-15;Geração de energia elétrica;2025-03-31
CNPJ_08117;20146912;-1299510;2004-11-02;Comércio atacadista de medicamentos;2025-03-31
CNPJ_08118;175679353;-16653028;2014-08-13;Distribuição de energia elétrica;2025-03-31
